LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
5BH8WS1Z78,23,80932,150870,596,80,2,21.82,24,0.75,Bachelor's,Unemployed,Single,Yes,Yes,Home,No,1
ZFRIBWYRYF,30,129143,240298,531,46,2,20.31,24,0.3,High School,Full-time,Married,No,Yes,Business,No,1
8KS1UN0BIR,53,33174,92178,321,44,2,22.68,36,0.14,High School,Full-time,Married,Yes,Yes,Other,No,1
XEE3OBI9EQ,23,54429,156031,485,69,1,16.4,60,0.19,Master's,Part-time,Divorced,Yes,No,Home,No,1
Z53ENXEM9I,33,23899,114005,620,106,1,7.84,12,0.54,PhD,Part-time,Single,Yes,No,Education,No,1
QWBTE6F4I4,51,81299,71331,472,90,2,18.98,24,0.69,Bachelor's,Unemployed,Single,No,Yes,Education,No,1
A6FUBQ1K1I,33,119618,117441,524,3,4,24.39,48,0.15,PhD,Full-time,Married,Yes,No,Business,No,1
DBI2IVGDF1,35,16694,209385,845,3,4,17.65,12,0.11,Bachelor's,Self-employed,Single,Yes,Yes,Auto,No,1
V5ZALUK5FL,45,50228,110960,373,34,1,20.07,60,0.73,Master's,Unemployed,Single,No,Yes,Other,Yes,1
ZIV4SX63MO,33,21570,234515,647,13,4,16.37,24,0.41,PhD,Unemployed,Married,Yes,No,Education,No,1
1M0J05C4ON,20,92817,96809,790,40,4,13.07,24,0.85,Bachelor's,Self-employed,Divorced,No,Yes,Other,Yes,1
13OXA6K1KL,68,91121,16555,838,16,4,24.08,60,0.27,Master's,Unemployed,Single,No,No,Home,No,1
4CU4A9JNH5,22,49444,235348,405,118,2,7.42,48,0.81,PhD,Part-time,Single,No,Yes,Other,No,1
5F5WS6RUEL,24,118504,175041,690,91,4,4.07,12,0.19,PhD,Unemployed,Single,No,Yes,Education,Yes,1
I8309Q97HA,40,101059,221528,335,8,2,22.48,48,0.85,Bachelor's,Self-employed,Divorced,No,No,Business,Yes,1
67XY9F467T,36,114400,249527,831,4,4,18.28,24,0.3,Master's,Full-time,Married,Yes,Yes,Auto,No,1
6PCEP4IPD2,47,125887,60008,371,28,3,22.74,36,0.11,Bachelor's,Unemployed,Divorced,Yes,No,Home,No,1
9KK9XTD9G0,22,51946,213587,781,27,4,9.8,36,0.2,PhD,Part-time,Married,No,Yes,Home,Yes,1
0KGKK2YX47,50,31517,217676,459,4,4,17.36,60,0.79,Bachelor's,Self-employed,Single,Yes,No,Home,No,1
B5QKKKESPR,49,15367,80049,591,34,1,14.87,60,0.86,High School,Part-time,Single,No,Yes,Business,No,1
4RMA4XTTIU,23,78030,146638,654,78,4,13.13,12,0.86,Master's,Part-time,Divorced,No,No,Education,No,1
PNWRTJFBQX,19,144901,243196,519,74,4,21.11,36,0.37,Master's,Unemployed,Single,No,No,Home,No,1
YXHGXPUX8V,22,66562,116666,690,36,3,12.81,48,0.23,Bachelor's,Part-time,Divorced,No,No,Auto,Yes,1
OJ4P5H69OE,25,116858,119599,833,85,3,4.08,36,0.79,PhD,Unemployed,Divorced,No,Yes,Education,No,1
MYPWI8NPUB,19,18448,79647,704,86,4,3.39,60,0.19,PhD,Unemployed,Married,No,Yes,Home,No,1
TZM91KQF8O,31,146292,117438,324,49,1,4.59,60,0.13,High School,Unemployed,Divorced,Yes,No,Other,Yes,1
306S7B3IVV,23,128284,16203,574,60,2,18.99,60,0.89,PhD,Self-employed,Single,Yes,No,Education,No,1
XF12UL52UY,67,81673,72383,354,3,1,18.15,48,0.7,High School,Unemployed,Single,No,No,Other,Yes,1
Q4SL9HCCPL,64,37571,143392,485,47,1,24.33,24,0.57,High School,Part-time,Divorced,Yes,Yes,Auto,No,1
1R6V39TBSJ,29,138833,134429,730,11,2,17.06,48,0.3,Master's,Self-employed,Married,Yes,Yes,Business,No,1
43D29DVVS1,30,72053,141398,307,106,2,24.03,12,0.14,High School,Part-time,Divorced,No,No,Other,Yes,1
Z4L2SQSUP8,38,103549,122069,607,89,4,21.72,48,0.55,Bachelor's,Full-time,Divorced,No,Yes,Other,No,1
4K1QGWJ5EC,66,108052,224877,830,27,3,10.45,12,0.42,Master's,Self-employed,Married,No,Yes,Other,No,1
7SDN77W5HC,65,131684,61464,674,2,4,24.16,24,0.52,Bachelor's,Part-time,Divorced,Yes,Yes,Home,Yes,1
UKAUKMNB8X,35,145709,19129,474,77,1,24.94,48,0.71,PhD,Unemployed,Single,No,Yes,Education,Yes,1
0QU9893P63,29,55791,179057,343,3,4,13.32,48,0.89,PhD,Part-time,Married,Yes,Yes,Other,Yes,1
5P746NCVTW,29,112004,198365,309,1,3,17.94,48,0.32,Bachelor's,Part-time,Single,No,No,Education,Yes,1
47B0O6V94X,64,41789,199207,420,26,3,19.08,12,0.67,Master's,Self-employed,Divorced,Yes,Yes,Home,Yes,1
H6CE1HACFX,36,58646,213838,603,98,2,21.15,24,0.19,Master's,Full-time,Married,No,Yes,Auto,No,1
72Q0WPKLYP,54,133774,76003,722,1,1,11.3,60,0.71,PhD,Self-employed,Single,Yes,No,Other,No,1
48R9Q3WH5X,22,51858,241993,482,87,2,18.54,12,0.84,High School,Unemployed,Single,Yes,No,Auto,No,1
BJAADG8X01,30,45626,239748,672,94,1,3.32,12,0.46,Master's,Part-time,Single,No,Yes,Business,No,1
BKZWRB0M87,33,26577,111171,683,5,3,15.74,24,0.52,Master's,Unemployed,Divorced,No,No,Home,Yes,1
3ZN5WH5LTW,25,38059,12399,824,15,4,21.31,36,0.33,Master's,Full-time,Married,No,Yes,Business,No,1
HV8WA0BJKH,49,120563,102039,512,69,3,23.56,24,0.63,Master's,Self-employed,Married,No,No,Home,No,1
ANELEU9HLM,25,136497,156190,512,74,3,17.44,48,0.42,High School,Unemployed,Divorced,Yes,Yes,Other,No,1
SO56EULWXS,43,56372,217982,307,34,3,5.69,48,0.45,High School,Self-employed,Divorced,No,Yes,Business,No,1
B1NX7CZC9I,33,63812,81043,745,20,3,23.53,60,0.38,Bachelor's,Self-employed,Married,Yes,No,Other,No,1
XJIQBGYIRY,20,81393,202437,738,16,2,15.67,36,0.11,PhD,Part-time,Divorced,No,No,Education,Yes,1
7FYHN5MLTF,67,143027,140808,640,7,3,24.7,12,0.44,Master's,Part-time,Divorced,Yes,Yes,Home,No,1
5OXJ5NMJM4,23,90802,7236,615,51,1,21.25,12,0.84,PhD,Unemployed,Divorced,No,Yes,Business,No,1
GDD2DHKR41,39,24447,248786,716,28,3,3.71,12,0.64,Master's,Unemployed,Married,No,No,Other,Yes,1
WIYC16X5U9,34,33937,217739,579,27,1,23.44,48,0.1,Bachelor's,Full-time,Married,No,No,Education,Yes,1
UFBGW2A4W0,24,146533,84000,789,92,3,16.81,12,0.32,PhD,Self-employed,Married,No,Yes,Education,Yes,1
P6VYUSZVOU,19,115617,128762,520,78,1,8.53,48,0.28,High School,Self-employed,Married,Yes,No,Other,Yes,1
RV4XAVTV37,56,118225,48056,326,90,3,10.86,12,0.58,Bachelor's,Unemployed,Single,Yes,No,Education,Yes,1
KNM05U92CV,33,95806,56447,481,3,3,19.61,48,0.88,Master's,Full-time,Married,Yes,Yes,Auto,No,1
MK1EY1Y3XP,29,18328,83464,706,4,2,19.1,60,0.16,PhD,Self-employed,Single,No,Yes,Business,Yes,1
2Z0G96VFSI,18,53084,133020,768,10,1,20.3,48,0.61,Bachelor's,Part-time,Divorced,Yes,Yes,Education,Yes,1
SAWBUXGTPH,40,32836,106315,500,40,3,14.0,12,0.7,PhD,Self-employed,Married,Yes,Yes,Home,No,1
SDUXYTLQ0N,68,15136,210418,526,68,4,15.83,48,0.26,High School,Self-employed,Divorced,No,Yes,Auto,Yes,1
DAJQG3I1Q1,61,21766,221034,536,24,1,21.86,60,0.21,Bachelor's,Unemployed,Married,No,Yes,Education,Yes,1
ZMX7V43WNE,41,91535,201606,847,9,3,20.8,48,0.58,High School,Unemployed,Married,Yes,No,Auto,No,1
JNJI9GU89I,45,18827,116462,309,74,4,20.87,12,0.81,PhD,Full-time,Divorced,Yes,Yes,Home,No,1
9LFDHY0QKR,55,60906,113395,366,14,4,14.87,36,0.21,Bachelor's,Unemployed,Married,No,Yes,Other,No,1
S65QFTXJJA,67,115804,216692,567,94,3,23.54,12,0.18,Bachelor's,Part-time,Single,Yes,No,Home,No,1
2IQU31LT5O,31,43346,184975,355,31,1,22.46,12,0.59,Master's,Full-time,Married,No,Yes,Other,No,1
BWQGSJQP3P,19,20222,227681,696,16,2,19.42,48,0.49,Bachelor's,Part-time,Divorced,No,No,Home,Yes,1
WD1T6MY4CG,54,115184,148241,699,11,1,9.95,12,0.47,High School,Unemployed,Single,Yes,Yes,Education,Yes,1
WSUGO2AKR6,41,16157,184895,704,64,1,6.14,24,0.7,Master's,Self-employed,Single,Yes,No,Auto,No,1
MR2WJ7UNE5,25,129978,131598,532,98,3,14.16,24,0.69,High School,Self-employed,Married,Yes,Yes,Business,Yes,1
HKAD3RPV0R,18,120459,44666,620,5,2,3.47,12,0.39,Bachelor's,Full-time,Single,Yes,No,Education,Yes,1
4A3HRIXXW0,44,29298,26415,450,102,4,19.05,24,0.73,Bachelor's,Full-time,Single,Yes,Yes,Business,Yes,1
DZQTEQYXAH,20,17120,5660,683,80,2,24.78,24,0.12,High School,Part-time,Single,Yes,No,Auto,Yes,1
2ZZ2IJ778C,20,15185,232023,498,96,4,13.94,24,0.69,High School,Part-time,Single,Yes,No,Education,Yes,1
1KOACVOLU0,26,113311,187691,338,52,4,22.94,24,0.53,Bachelor's,Full-time,Married,No,Yes,Auto,No,1
NMPGZQV9JM,28,88609,180745,652,81,2,12.5,24,0.24,Bachelor's,Unemployed,Single,No,Yes,Home,No,1
FLU6CBNV40,32,106215,156338,418,53,4,16.04,24,0.61,Bachelor's,Full-time,Single,Yes,Yes,Home,Yes,1
MSUN4MF0N7,30,141988,219949,557,50,1,5.28,36,0.47,PhD,Unemployed,Married,No,No,Business,No,1
A06Y2PT7QW,19,23716,231101,320,24,3,6.64,24,0.28,Bachelor's,Part-time,Single,No,Yes,Home,No,1
9JHMURATBL,40,58683,31949,442,54,4,5.66,60,0.38,High School,Part-time,Single,No,Yes,Home,No,1
SUPF41XIW0,30,48722,136206,572,90,1,15.25,48,0.55,PhD,Part-time,Divorced,Yes,No,Auto,No,1
8WV4VNGLPR,68,58457,232588,405,24,2,11.47,36,0.48,High School,Unemployed,Single,No,No,Auto,No,1
BW5WHB6Z1R,24,39370,121806,443,37,2,21.42,48,0.34,Master's,Unemployed,Divorced,Yes,No,Business,No,1
1U2YKDI85Z,26,82903,98203,590,46,3,21.53,24,0.69,Master's,Part-time,Single,No,No,Auto,Yes,1
IZCP4WX61Q,20,33916,157335,607,27,4,19.06,12,0.5,Bachelor's,Full-time,Single,No,No,Auto,Yes,1
VCCRQMMGQ4,61,83807,163017,346,95,4,23.87,24,0.82,High School,Self-employed,Single,No,No,Education,No,1
NOVW6RALB3,27,50969,66305,460,90,2,3.14,60,0.71,Master's,Full-time,Single,No,No,Other,Yes,1
06CNSUY64X,55,20277,135979,557,49,2,13.38,60,0.56,PhD,Unemployed,Divorced,Yes,Yes,Business,No,1
JJN8F4Z9U3,31,70190,171208,642,22,3,10.32,36,0.59,PhD,Self-employed,Divorced,No,Yes,Business,Yes,1
AIR6ZVFLBT,60,58620,68893,608,19,3,17.81,36,0.14,High School,Part-time,Married,No,Yes,Education,No,1
K5LRP0L05H,37,73804,237956,354,90,1,24.44,60,0.69,Master's,Full-time,Divorced,No,No,Home,Yes,1
XFFXAYDKOR,22,83216,189827,440,87,1,15.87,48,0.68,PhD,Part-time,Married,No,No,Education,Yes,1
3AUS809FKY,32,128831,218483,419,27,4,22.09,48,0.44,PhD,Self-employed,Single,Yes,No,Business,Yes,1
RQD8IZV5BG,46,45851,248134,835,33,1,4.63,60,0.65,High School,Unemployed,Divorced,No,No,Auto,No,1
XBRVOJO3HR,42,38958,134019,410,10,4,13.64,24,0.46,High School,Part-time,Single,Yes,No,Business,No,1
FRCEI9OTIJ,69,80284,230999,846,22,1,17.18,12,0.39,High School,Part-time,Married,No,Yes,Business,No,1
ZKMDER12H4,34,24249,32050,389,51,1,18.19,36,0.78,Master's,Self-employed,Single,No,No,Other,Yes,1
UK4K534ER9,62,120327,50956,446,79,1,22.42,24,0.55,High School,Full-time,Divorced,No,Yes,Other,Yes,1
IBL3G2JOT0,45,16202,190515,717,3,4,24.49,36,0.52,Master's,Full-time,Divorced,No,No,Auto,No,1
GHIFMREJKW,31,148447,88098,726,30,2,18.43,12,0.26,Master's,Unemployed,Divorced,Yes,Yes,Auto,No,1
EE6TEU7HTV,26,32388,192083,336,35,1,17.59,48,0.69,Master's,Unemployed,Divorced,Yes,No,Business,No,1
9DIZZ8LSAJ,44,99341,73904,757,14,1,17.68,24,0.11,Bachelor's,Self-employed,Married,Yes,No,Auto,No,1
AOHADVUGTL,58,97389,137559,797,16,3,24.0,60,0.75,Bachelor's,Part-time,Married,Yes,Yes,Other,No,1
ZLTB0XRMH3,22,68093,159077,317,79,1,24.66,12,0.34,Bachelor's,Unemployed,Single,No,Yes,Business,Yes,1
C8B68EWM7Y,23,131191,11056,416,41,4,5.78,48,0.64,Bachelor's,Self-employed,Single,No,No,Business,No,1
6VA2FKSWQD,47,80074,22790,410,93,2,24.42,36,0.81,PhD,Part-time,Single,No,No,Other,No,1
EYLVULAH1Q,47,23273,212752,791,35,3,7.36,60,0.11,Bachelor's,Unemployed,Divorced,Yes,No,Education,Yes,1
31VEEFIO2B,28,49762,201080,618,78,3,7.97,24,0.47,High School,Full-time,Divorced,No,No,Home,Yes,1
IS4FF4HTJ4,19,36012,127991,432,11,2,24.95,60,0.77,High School,Unemployed,Divorced,Yes,No,Education,No,1
U5A4ORJC2C,49,88121,139781,524,47,1,12.95,12,0.39,PhD,Self-employed,Married,No,Yes,Business,Yes,1
GL1P0XROFF,47,59750,137291,463,81,4,23.1,60,0.85,Bachelor's,Part-time,Married,No,No,Education,No,1
76HLI011OS,48,31078,232369,510,112,3,24.39,12,0.64,Bachelor's,Part-time,Married,No,No,Other,No,1
NOOHCBH4F6,28,40875,146311,819,57,4,11.25,60,0.63,Master's,Unemployed,Married,No,No,Home,Yes,1
JSE2NQLWAT,51,104106,174172,384,36,4,17.02,24,0.63,Bachelor's,Self-employed,Single,No,Yes,Auto,No,1
8NCG43EBA7,21,133957,245793,541,17,2,11.5,48,0.69,High School,Self-employed,Single,Yes,No,Business,Yes,1
H7OB5HS4WF,45,28806,206386,682,110,2,22.63,48,0.35,High School,Self-employed,Divorced,Yes,No,Home,No,1
I9IOTPZ27C,20,110289,119636,653,35,2,24.47,12,0.33,PhD,Unemployed,Single,Yes,No,Auto,No,1
F47DKFMH92,54,140930,125103,576,14,2,14.15,36,0.77,High School,Part-time,Divorced,No,No,Other,Yes,1
0KX3GONHWY,28,56032,92882,626,29,4,19.53,60,0.52,PhD,Self-employed,Divorced,No,No,Auto,Yes,1
MXD42EH8JV,42,36286,232919,435,102,4,11.44,24,0.63,Bachelor's,Full-time,Married,No,Yes,Education,Yes,1
B74ICD8RMQ,43,55018,39990,783,87,1,9.57,60,0.59,PhD,Part-time,Single,Yes,No,Education,No,1
7FP7WN6710,44,47258,101981,783,32,1,7.86,24,0.5,High School,Self-employed,Married,No,No,Business,Yes,1
JQZ6Y0F6L7,30,59557,194296,547,34,4,23.14,24,0.38,High School,Unemployed,Divorced,No,Yes,Business,Yes,1
9PJDMK2JE3,55,66725,104046,587,69,1,20.31,24,0.15,Bachelor's,Unemployed,Married,No,No,Education,No,1
AZL2BWYR2F,39,46219,157082,662,75,2,20.75,24,0.15,PhD,Part-time,Single,No,No,Home,Yes,1
YE5HRCZ10G,25,25142,205813,333,119,4,4.68,60,0.67,Bachelor's,Full-time,Single,No,Yes,Home,No,1
3FM2AHOQV1,44,122303,203202,358,53,3,10.22,12,0.74,High School,Part-time,Divorced,No,No,Auto,No,1
MGZ2JDVK8V,32,56863,216892,556,12,2,19.1,24,0.58,High School,Part-time,Married,No,No,Education,Yes,1
IH5562EGXZ,51,50940,54680,725,11,1,9.61,60,0.33,PhD,Self-employed,Married,Yes,Yes,Business,No,1
JSFLDPWNRV,46,65538,235650,368,91,1,23.28,48,0.88,Bachelor's,Unemployed,Single,No,Yes,Education,No,1
W36MJU17ER,45,58896,29706,511,69,2,24.01,48,0.29,Bachelor's,Part-time,Divorced,Yes,Yes,Education,Yes,1
WHRYSLAEZP,21,47107,207584,530,34,2,22.54,60,0.8,Bachelor's,Self-employed,Divorced,No,No,Business,No,1
SXUAPX1KNW,52,112822,187842,571,88,1,18.39,48,0.68,High School,Unemployed,Single,Yes,Yes,Auto,No,1
9SY5ENDPR2,38,26698,220307,751,16,3,8.95,60,0.44,Master's,Self-employed,Divorced,No,No,Business,No,1
HY4FRQ94YV,22,143829,239155,515,3,1,16.0,12,0.65,Master's,Full-time,Single,Yes,No,Home,No,1
F48VJX7FV3,38,141020,129233,347,73,2,14.75,24,0.65,High School,Unemployed,Divorced,Yes,No,Home,No,1
UAG6J3LJMU,41,25601,236688,705,24,2,23.29,48,0.43,Master's,Part-time,Divorced,No,Yes,Education,Yes,1
A748L9AIV0,25,118700,74198,584,85,3,12.36,60,0.26,Master's,Self-employed,Divorced,No,No,Education,Yes,1
YOM10G590Y,47,147498,204302,606,27,3,20.73,24,0.14,High School,Self-employed,Married,No,No,Business,Yes,1
DYA28V78UE,22,97742,240641,639,51,1,16.07,60,0.75,High School,Full-time,Single,Yes,No,Auto,Yes,1
4B38WOCW4A,18,129208,213005,437,26,3,8.05,24,0.41,High School,Unemployed,Divorced,Yes,Yes,Other,No,1
O5RCLPEOVQ,41,36447,247142,701,24,4,20.39,36,0.31,Bachelor's,Full-time,Divorced,No,No,Auto,Yes,1
B97PFDBUXP,34,34299,20600,610,22,4,21.89,12,0.14,High School,Self-employed,Single,Yes,Yes,Other,Yes,1
6SQZ950O2Z,27,28654,183274,491,103,1,14.48,60,0.78,Bachelor's,Part-time,Married,Yes,Yes,Education,Yes,1
QBDMI1JCSR,27,15542,197727,619,1,3,10.27,48,0.89,PhD,Unemployed,Single,Yes,Yes,Home,No,1
89S4ENR1QP,40,75989,212406,441,28,4,24.28,24,0.3,Master's,Part-time,Married,No,Yes,Auto,No,1
DHYPUIJODF,25,16636,243162,587,114,2,15.73,60,0.36,Bachelor's,Part-time,Single,No,Yes,Auto,No,1
78IVP2GD3J,22,30839,14259,808,24,1,20.84,12,0.82,PhD,Part-time,Single,No,Yes,Other,Yes,1
JR85F9UHXP,23,49057,94960,681,0,2,15.09,24,0.78,Bachelor's,Unemployed,Single,Yes,Yes,Other,No,1
2MO1VZ21EF,59,78497,68203,435,24,3,11.7,36,0.68,Bachelor's,Part-time,Married,Yes,No,Auto,Yes,1
S73N95P534,41,47988,54161,485,48,3,18.25,12,0.66,Master's,Full-time,Married,No,Yes,Business,Yes,1
Q5OC6Q0X73,39,76509,131187,624,0,4,19.79,48,0.64,Master's,Full-time,Divorced,Yes,Yes,Business,Yes,1
6F7EMBW74C,28,32358,65230,796,19,4,6.94,48,0.75,Bachelor's,Part-time,Single,No,Yes,Other,Yes,1
53I5RC1QVI,21,71211,113407,347,104,3,11.97,12,0.81,High School,Unemployed,Single,Yes,No,Home,No,1
Y9GYZ39C4P,26,112072,179598,689,80,4,12.39,12,0.88,PhD,Unemployed,Single,Yes,No,Business,No,1
ZVH92LZ6P2,68,47461,148965,753,78,1,19.91,24,0.58,High School,Unemployed,Married,Yes,Yes,Business,No,1
9JYTGRUOYV,38,124818,96148,473,36,2,20.66,60,0.41,Master's,Unemployed,Single,No,No,Auto,No,1
CKDWS9E3V8,38,40303,242335,407,31,1,12.4,12,0.64,Master's,Self-employed,Single,No,Yes,Home,No,1
EVJJBUS4AL,35,17992,153374,750,5,4,17.72,12,0.68,High School,Unemployed,Single,Yes,No,Home,Yes,1
0GZHLZGI15,22,113152,82506,588,8,3,20.26,24,0.22,Master's,Unemployed,Divorced,Yes,No,Business,No,1
J90K4DI5GO,19,124300,90542,613,70,3,10.26,36,0.85,PhD,Unemployed,Single,Yes,Yes,Education,No,1
4POEB6JCWJ,41,30842,63383,439,81,1,18.0,12,0.64,Master's,Part-time,Married,No,No,Other,No,1
48FVFM43VW,19,50864,245380,541,59,4,12.21,48,0.88,PhD,Self-employed,Single,Yes,No,Business,Yes,1
IL8K51KEKN,22,21176,153677,405,16,1,24.87,60,0.54,Master's,Unemployed,Married,Yes,No,Other,Yes,1
LDRSYELWVM,33,74286,147578,467,98,1,22.19,36,0.6,PhD,Part-time,Single,Yes,No,Other,Yes,1
KPGJ1U72J7,28,20096,102174,507,15,4,7.14,60,0.33,Master's,Unemployed,Single,No,No,Education,Yes,1
ACMPH2PD17,47,39107,206389,303,62,4,21.15,24,0.81,High School,Unemployed,Married,Yes,No,Education,Yes,1
JGVCGCZHTS,35,97883,121511,695,1,4,2.3,48,0.77,High School,Self-employed,Divorced,No,Yes,Business,No,1
BOH57OELMN,32,130664,77585,532,17,3,21.7,12,0.22,High School,Part-time,Divorced,No,Yes,Home,No,1
23NZMFMF3J,18,104851,243815,445,88,3,19.79,12,0.69,Bachelor's,Self-employed,Single,Yes,No,Auto,No,1
O75RLPR5XQ,35,141814,222188,725,94,4,15.83,12,0.15,Bachelor's,Part-time,Single,Yes,No,Auto,Yes,1
9YISK6LS8Y,24,26453,236201,508,18,1,8.07,24,0.24,PhD,Full-time,Married,Yes,No,Other,No,1
AIW6WRDEIJ,21,59520,163190,560,42,2,21.98,36,0.52,PhD,Unemployed,Single,No,Yes,Other,Yes,1
RIAHFZ2XLX,18,117881,134258,343,105,4,17.56,48,0.66,Master's,Full-time,Married,No,Yes,Home,Yes,1
LFYCUYM6F2,26,29761,76573,669,73,2,4.41,48,0.76,Bachelor's,Unemployed,Divorced,Yes,Yes,Education,Yes,1
YY975WHU64,26,117426,178991,646,24,2,24.52,24,0.4,Master's,Unemployed,Single,Yes,Yes,Other,Yes,1
R46LD9XNRZ,20,95088,105436,675,41,4,20.86,60,0.54,Master's,Self-employed,Divorced,Yes,No,Business,Yes,1
K5EQTF60PY,30,141706,209418,782,114,3,6.11,48,0.3,High School,Full-time,Divorced,Yes,Yes,Business,No,1
JRDPKVYM14,35,21152,132216,356,18,1,14.15,48,0.51,PhD,Part-time,Divorced,Yes,Yes,Education,No,1
UWERH6HRM1,54,81630,75545,506,51,2,9.13,60,0.2,Bachelor's,Part-time,Married,Yes,Yes,Other,No,1
NPANC1VCUO,50,19105,120893,779,62,4,8.34,12,0.62,High School,Part-time,Single,Yes,No,Business,Yes,1
2V53PMRENX,59,97902,59276,450,112,4,24.42,12,0.15,PhD,Full-time,Married,Yes,No,Business,Yes,1
ZYPG3EQ3K8,39,23427,234755,466,112,3,6.64,36,0.57,PhD,Part-time,Divorced,No,No,Business,No,1
7QHXSHOZOI,28,111533,189571,731,7,1,13.83,12,0.76,Master's,Part-time,Single,Yes,Yes,Education,No,1
QFSA2W47K4,31,21905,147453,537,119,3,12.38,24,0.4,PhD,Unemployed,Married,No,No,Auto,No,1
EZ173VG4I9,44,26078,214255,354,33,2,12.31,60,0.46,High School,Part-time,Married,No,Yes,Business,No,1
DOEIF22B3B,22,126825,238128,484,73,1,3.41,48,0.49,Bachelor's,Unemployed,Single,Yes,Yes,Education,Yes,1
GYOFXLKR25,28,27248,111855,323,27,1,22.39,12,0.79,PhD,Part-time,Single,No,Yes,Business,No,1
1SX8U6A2PW,31,15675,141553,403,33,3,14.04,48,0.89,High School,Unemployed,Single,Yes,No,Education,No,1
KWRUKUUSWB,20,38101,31512,725,28,1,19.26,48,0.55,Master's,Self-employed,Divorced,Yes,No,Business,No,1
OLXT97JXIQ,57,140879,53401,837,17,1,19.67,24,0.49,PhD,Unemployed,Divorced,Yes,No,Education,No,1
NPTM5KZZ3A,41,24822,236794,369,66,2,22.81,48,0.16,PhD,Unemployed,Single,Yes,No,Business,No,1
HK5DK6OIVN,20,36648,135382,587,16,3,23.69,36,0.61,Bachelor's,Unemployed,Married,Yes,Yes,Business,No,1
HZ0KMQKF8A,63,73583,99704,787,69,3,21.95,48,0.2,High School,Full-time,Divorced,No,No,Auto,No,1
84XVBG8XM1,30,67476,119388,542,66,3,24.67,60,0.51,High School,Full-time,Married,No,Yes,Auto,No,1
FNRL6BWU2T,50,79696,70284,440,13,3,12.9,48,0.66,Master's,Part-time,Single,No,No,Other,No,1
8M8KXZ4OEM,41,17712,197979,362,17,2,10.59,48,0.55,PhD,Unemployed,Married,No,No,Business,Yes,1
MIP7G9PJHQ,29,144293,208593,305,82,2,12.1,48,0.71,High School,Self-employed,Single,No,Yes,Home,No,1
AXFCPNZU7O,37,136318,114804,497,39,1,18.75,48,0.65,High School,Self-employed,Divorced,Yes,Yes,Business,No,1
O2ZZP6KTFL,31,99049,5181,692,84,3,19.22,60,0.49,Master's,Unemployed,Divorced,No,Yes,Education,No,1
JY347PAJQ1,40,44526,98223,842,16,2,24.55,36,0.63,Master's,Full-time,Divorced,Yes,No,Education,No,1
NYFNIG01X8,29,70149,64556,493,43,2,5.09,24,0.24,PhD,Full-time,Single,Yes,Yes,Home,No,1
42AJQCMIG8,36,45963,185975,401,34,1,23.9,36,0.77,High School,Part-time,Divorced,No,No,Business,No,1
5MWUXM1VP9,43,24636,209128,403,2,2,22.88,12,0.12,Bachelor's,Full-time,Single,No,No,Home,Yes,1
FHXQGYUL5Y,32,15584,158198,616,8,2,23.36,60,0.8,PhD,Full-time,Divorced,No,No,Home,No,1
8RAZF34UV1,31,17036,15355,794,113,4,10.99,36,0.86,High School,Self-employed,Married,Yes,No,Business,No,1
IQPEM2MT4H,27,41790,86747,523,2,4,16.85,60,0.61,Master's,Self-employed,Married,Yes,No,Home,No,1
AJ7Q9ERBN0,47,96535,196960,672,119,3,24.88,60,0.46,Bachelor's,Full-time,Married,Yes,Yes,Business,Yes,1
JB7P080R8C,19,56023,124761,608,6,3,13.34,12,0.71,Bachelor's,Self-employed,Single,No,No,Education,Yes,1
5FKQYU4M7I,66,149213,48776,621,85,2,15.79,60,0.19,Bachelor's,Full-time,Divorced,No,Yes,Education,No,1
MD8PTZHIZ3,57,105072,132359,477,101,2,4.43,12,0.42,PhD,Part-time,Single,No,No,Business,No,1
BXQS138EED,33,114741,217656,768,47,1,6.97,36,0.55,Bachelor's,Part-time,Divorced,No,No,Business,No,1
0QF4KDNWQP,35,131525,234935,811,43,4,23.52,12,0.79,PhD,Self-employed,Divorced,Yes,Yes,Auto,No,1
LQ9KM569LP,18,96658,230957,808,31,4,14.28,36,0.84,PhD,Unemployed,Married,No,Yes,Business,No,1
7R34MERY79,43,82840,129187,657,67,3,20.56,36,0.67,High School,Unemployed,Divorced,Yes,No,Other,No,1
97G6U8T3U1,41,136023,28771,800,2,4,8.9,60,0.68,Master's,Full-time,Married,No,Yes,Other,Yes,1
WMR15PLV8C,29,104790,83165,527,28,1,19.9,36,0.58,Bachelor's,Unemployed,Divorced,No,Yes,Home,Yes,1
4P0UNWUHS2,50,105858,235420,758,76,2,2.13,36,0.68,Master's,Self-employed,Married,No,Yes,Education,No,1
WV1XSRBB2N,19,16923,163560,435,61,4,6.31,48,0.5,Master's,Unemployed,Married,No,Yes,Education,Yes,1
X4YNAYC1K5,23,97706,125165,801,68,4,8.39,60,0.41,Bachelor's,Full-time,Divorced,Yes,No,Business,No,1
TF6VCXTBG5,19,44198,173410,392,8,1,15.21,12,0.29,PhD,Unemployed,Married,No,Yes,Auto,Yes,1
3BM9GPZIGC,19,75103,135566,503,9,3,16.4,48,0.73,Bachelor's,Part-time,Single,No,Yes,Education,Yes,1
